image_id,model,original_path,upscaled_path,original_width,original_height,original_format,upscaled_width,upscaled_height,upscaled_format,ssim,ms_ssim,psnr,lpips,sharpness,sharpness_diff_pct,contrast,contrast_diff_pct,entropy,noise,edge_density,edge_diff_pct,artifact_block,artifact_ringing,artifact_total,delta_e,high_freq_ratio,texture_complexity,local_quality_mean,local_quality_std,local_quality_min,histogram_corr,lab_L_mean,total_score,detection_count,detected_patterns,confidence_level
00021039_002,model1_TAA_standard,E:\Analysis\images_base\00021039_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021039_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9604,0.9914,39.2,0.1714,1.96,-25.5,69.33,-0.7,7.575,2.56,0.52,13.6,333.72,52.88,386.6,0.97,0.3724039362779663,5.4634494334459305,0.9585,0.0361,0.376,0.5331,144.19873523712158,58.7,3,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:High Artifacts",Medium
00021040_000,model1_TAA_standard,E:\Analysis\images_base\00021040_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021040_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9416,0.9905,38.58,0.2643,0.36,-71.8,68.53,-0.5,7.79,2.24,0.2,39.1,255.72,49.78,305.5,1.06,0.2865557764876195,4.860705826431513,0.939,0.0572,0.2144,0.8081,138.63732624053955,58.3,1,単独:Low HighFreq,Low
00021040_001,model1_TAA_standard,E:\Analysis\images_base\00021040_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021040_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9604,0.9907,35.08,0.2063,2.5,-66.8,57.23,-1.4,7.663,2.49,0.71,6.5,269.65,63.04,332.69,1.03,0.4010118769947711,4.141942569985986,0.9574,0.0375,0.4288,0.9062,143.6666841506958,55.5,1,P2:シャープ高×Noise高,Low
00021041_000,model1_TAA_standard,E:\Analysis\images_base\00021041_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9574,0.9914,37.54,0.1852,1.2,-63.3,52.77,-0.1,7.336,1.93,0.34,-9.3,210.46,47.52,257.98,0.94,0.4698585159443319,3.1526134070008998,0.953,0.0772,0.2277,0.5893,109.26560974121094,53.0,0,None,Normal
00021041_001,model1_TAA_standard,E:\Analysis\images_base\00021041_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9464,0.9877,36.16,0.2733,2.52,-53.0,56.97,-0.9,7.442,2.47,0.76,0.3,270.24,54.51,324.75,1.06,0.4520385758990737,3.8205159176141024,0.9426,0.0515,0.1608,0.9459,119.82216262817384,54.6,3,"P2:シャープ高×Noise高, 単独:Low MS-SSIM, 単独:High LPIPS",Medium
00021041_002,model1_TAA_standard,E:\Analysis\images_base\00021041_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9671,0.9918,38.32,0.1993,1.02,-63.9,49.8,-0.7,7.243,1.85,0.29,-20.5,190.76,44.37,235.13,0.92,0.4575018468680834,2.826932407915592,0.9628,0.0501,0.1945,0.9269,102.67932987213136,52.0,1,P7:Entropy低×高周波高,Low
00021041_003,model1_TAA_standard,E:\Analysis\images_base\00021041_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9549,0.9904,36.84,0.2293,1.91,-59.5,54.26,-0.9,7.423,2.12,0.59,-4.2,227.95,54.07,282.02,1.0,0.4561415938426245,3.273153626359999,0.951,0.0554,0.231,0.804,119.23654842376708,53.5,0,None,Normal
00021041_004,model1_TAA_standard,E:\Analysis\images_base\00021041_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9486,0.989,37.44,0.2783,0.49,-84.6,56.65,-1.1,7.453,1.59,0.21,-30.8,160.83,53.15,213.98,0.97,0.3500595193129372,2.719357330352068,0.9441,0.0517,0.2228,0.9124,119.80990886688232,53.2,3,"単独:Low MS-SSIM, 単独:Low Texture, 単独:High LPIPS",Medium
00021041_005,model1_TAA_standard,E:\Analysis\images_base\00021041_005.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_005_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9403,0.9868,36.33,0.3089,1.66,-67.3,54.8,-1.2,7.34,1.95,0.52,-12.3,205.68,63.63,269.31,1.06,0.4335526564365355,3.0684016132727265,0.9361,0.0475,0.1234,0.9291,126.11913013458252,53.2,3,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High LPIPS",Medium
00021041_006,model1_TAA_standard,E:\Analysis\images_base\00021041_006.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_006_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.955,0.9896,35.69,0.2597,2.35,-62.4,54.02,-1.1,7.476,2.34,0.78,-2.3,246.61,64.37,310.98,1.02,0.4051168533725237,3.719851719215512,0.9513,0.0423,0.1766,0.9868,128.1547727584839,54.2,0,None,Normal
00021041_007,model1_TAA_standard,E:\Analysis\images_base\00021041_007.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_007_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9604,0.9919,37.24,0.2047,1.15,-69.1,52.3,-0.7,7.45,1.77,0.31,-6.5,178.45,54.17,232.62,0.9,0.4592230413985085,2.6237513730302453,0.9563,0.0623,0.318,0.6593,116.04961490631104,52.4,1,単独:Low Texture,Low
00021041_008,model1_TAA_standard,E:\Analysis\images_base\00021041_008.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_008_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9645,0.9909,37.65,0.2261,1.21,-60.5,47.61,-0.9,7.291,1.84,0.39,-2.7,182.82,51.18,234.0,0.94,0.4951019014617006,2.646162332966924,0.96,0.0455,0.2581,0.9532,117.52698135375977,51.5,2,"P7:Entropy低×高周波高, 単独:Low Texture",Low
00021041_009,model1_TAA_standard,E:\Analysis\images_base\00021041_009.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_009_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9632,0.9921,36.78,0.1778,1.27,-69.6,53.51,-0.8,7.536,1.86,0.34,-3.4,189.96,50.4,240.36,0.91,0.4684995275262593,2.7792454417794943,0.9588,0.064,0.3644,0.6104,120.22323036193848,53.0,0,None,Normal
00021041_010,model1_TAA_standard,E:\Analysis\images_base\00021041_010.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_010_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9414,0.9881,35.7,0.2936,2.52,-62.5,60.39,-1.2,7.571,2.06,0.63,-7.9,192.24,81.68,273.92,1.01,0.397116251828616,2.9543151101097465,0.9371,0.0497,0.2241,0.7113,130.94194889068604,54.3,2,"単独:Low MS-SSIM, 単独:High LPIPS",Low
00021041_011,model1_TAA_standard,E:\Analysis\images_base\00021041_011.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_011_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9539,0.9895,36.32,0.2271,2.35,-59.1,54.48,-1.1,7.353,2.23,0.78,-5.2,247.59,62.98,310.57,0.99,0.4435906820865241,3.452168432995677,0.9493,0.0546,0.2232,0.7599,127.27609443664552,53.7,0,None,Normal
00021041_012,model1_TAA_standard,E:\Analysis\images_base\00021041_012.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021041_012_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9635,0.99,36.62,0.2253,1.37,-65.2,46.07,-1.6,7.412,2.09,0.43,10.2,203.02,46.18,249.2,0.98,0.4722043520930162,2.982761333696544,0.9592,0.0464,0.3219,0.987,125.42588710784912,52.0,0,None,Normal
00021042_000,model1_TAA_standard,E:\Analysis\images_base\00021042_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021042_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9177,0.9898,36.18,0.2525,0.62,-53.2,75.41,0.6,7.635,2.41,0.32,47.4,274.48,58.2,332.68,1.12,0.3283804059624345,5.110708186402917,0.9156,0.1016,0.2009,0.1647,118.81626796722412,59.3,6,"P6:品質ばらつき大, P8:Contrast異常×Hist相関低, P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr",High
00021043_000,model1_TAA_standard,E:\Analysis\images_base\00021043_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021043_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9206,0.9856,34.2,0.3284,1.09,-84.0,61.06,-0.8,7.691,2.6,0.42,-1.5,317.98,62.01,379.99,1.23,0.3353629724396897,6.035817945376039,0.9186,0.0654,0.326,0.7583,110.16479778289796,58.5,9,"P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low MS-SSIM, 単独:Low PSNR, 単独:Low LocalQuality, 単独:High LPIPS, 単独:High Artifacts, 単独:High DeltaE",High
00021044_000,model1_TAA_standard,E:\Analysis\images_base\00021044_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021044_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.968,0.9939,36.91,0.1065,3.39,-12.6,86.41,0.5,7.269,2.15,0.94,3.7,260.38,86.27,346.65,1.01,0.3514254990337816,5.066283820196986,0.9661,0.0413,0.4727,0.7925,127.51751613616943,60.4,0,None,Normal
00021045_000,model1_TAA_standard,E:\Analysis\images_base\00021045_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021045_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.966,0.9921,39.43,0.1583,1.88,-34.9,66.96,-0.9,7.568,2.27,0.54,15.0,293.39,63.52,356.91,0.95,0.3022751568158215,5.517454985529184,0.9639,0.0331,0.3105,0.5999,139.8576717376709,58.6,0,None,Normal
00021046_000,model1_TAA_standard,E:\Analysis\images_base\00021046_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021046_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9685,0.9921,34.83,0.1511,2.29,-71.1,67.85,-0.8,7.672,2.54,0.62,3.9,257.71,67.26,324.97,0.98,0.3259794376351185,4.552090186625719,0.9617,0.0566,0.2063,0.9189,156.28108978271484,57.6,2,"P2:シャープ高×Noise高, 単独:Low PSNR",Low
00021047_000,model1_TAA_standard,E:\Analysis\images_base\00021047_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.946,0.9908,36.02,0.2219,1.92,-66.9,62.02,-0.5,7.54,2.18,0.61,-2.9,228.89,60.77,289.66,1.0,0.3790193431495671,3.7280303053557873,0.942,0.0807,0.2638,0.5488,129.7230749130249,55.5,0,None,Normal
00021047_001,model1_TAA_standard,E:\Analysis\images_base\00021047_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9367,0.9893,38.31,0.2844,0.39,-78.9,71.0,-0.5,7.616,2.13,0.1,-21.4,254.85,47.67,302.52,1.02,0.3239550465182752,4.3857379630208015,0.9347,0.0443,0.1905,0.904,132.67558002471924,57.6,2,"P9:MS-SSIM低×SSIM低, 単独:High LPIPS",Low
00021047_002,model1_TAA_standard,E:\Analysis\images_base\00021047_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9599,0.9893,35.6,0.2042,2.66,-60.6,58.73,-1.5,7.431,2.71,0.74,9.5,289.63,54.74,344.37,1.03,0.4043646751438063,4.288145899772644,0.956,0.0381,0.1819,0.6792,141.86438369750977,55.5,2,"P2:シャープ高×Noise高, 単独:High Noise",Low
00021047_003,model1_TAA_standard,E:\Analysis\images_base\00021047_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9636,0.9912,37.8,0.1773,1.84,-53.9,64.5,-1.0,7.537,2.22,0.62,-8.4,327.75,66.58,394.33,0.94,0.2782664150572745,5.101250018924475,0.9558,0.0557,0.4175,0.7164,158.16773796081543,57.5,3,"P4:Artifacts高, 単独:Low HighFreq, 単独:High Artifacts",Medium
00021047_004,model1_TAA_standard,E:\Analysis\images_base\00021047_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.951,0.9903,36.09,0.2442,1.93,-66.4,56.61,-1.0,7.591,2.06,0.58,-2.9,228.46,67.88,296.34000000000003,1.01,0.3781983529480069,3.675848417915404,0.9473,0.0519,0.3368,0.8071,136.01898574829102,54.7,0,None,Normal
00021047_005,model1_TAA_standard,E:\Analysis\images_base\00021047_005.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_005_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9347,0.9899,38.53,0.2614,0.37,-74.6,66.79,-0.3,7.551,2.13,0.13,26.1,246.39,51.22,297.61,1.01,0.3286713399338814,4.1478536278009415,0.9321,0.0651,0.1784,0.3699,128.39224910736084,56.6,2,"P9:MS-SSIM低×SSIM低, 単独:Low HistCorr",Low
00021047_006,model1_TAA_standard,E:\Analysis\images_base\00021047_006.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_006_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9596,0.9923,36.03,0.1568,2.24,-61.3,59.86,-0.6,7.55,2.15,0.63,-1.9,205.83,65.68,271.51,0.95,0.4176973978184486,3.183740386739373,0.9555,0.0736,0.1172,0.4288,122.58001613616943,54.5,0,None,Normal
00021047_007,model1_TAA_standard,E:\Analysis\images_base\00021047_007.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_007_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9346,0.9894,39.29,0.2748,0.31,-77.3,75.5,-0.4,7.393,2.04,0.05,7.3,254.65,44.89,299.54,0.99,0.3220428350385295,4.1147783026099205,0.9349,0.0347,0.5136,0.963,119.02597045898438,57.5,4,"P9:MS-SSIM低×SSIM低, 単独:Low Sharpness, 単独:Low EdgeDensity, 単独:High LPIPS",Medium
00021047_008,model1_TAA_standard,E:\Analysis\images_base\00021047_008.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_008_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9282,0.9875,39.16,0.3088,0.29,-81.6,66.34,-0.7,7.673,1.94,0.04,-19.4,253.61,47.79,301.40000000000003,1.06,0.300460564749907,4.187622293829918,0.9279,0.0361,0.3844,0.9029,136.7712469100952,56.8,8,"P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low MS-SSIM, 単独:Low Sharpness, 単独:Low EdgeDensity, 単独:Low HighFreq, 単独:Low LocalQuality, 単独:High LPIPS",High
00021047_009,model1_TAA_standard,E:\Analysis\images_base\00021047_009.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_009_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9579,0.9909,36.25,0.237,1.37,-74.1,56.1,-1.1,7.6,1.95,0.53,-2.3,195.67,62.03,257.7,0.98,0.3776004889135242,3.3120110537856817,0.954,0.0441,0.2766,0.8788,134.00048637390137,54.2,0,None,Normal
00021047_010,model1_TAA_standard,E:\Analysis\images_base\00021047_010.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_010_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9492,0.9904,35.71,0.2323,2.35,-64.8,63.07,-0.7,7.552,2.22,0.65,1.0,240.87,75.73,316.6,0.99,0.3648706556000413,3.805223875679076,0.9453,0.0576,0.2355,0.5528,134.37438583374023,55.7,0,None,Normal
00021047_011,model1_TAA_standard,E:\Analysis\images_base\00021047_011.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_011_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9645,0.9914,33.91,0.1763,2.02,-77.9,66.48,-1.0,7.604,2.6,0.69,-14.3,293.98,62.39,356.37,1.04,0.3283765191781262,4.851719308644533,0.956,0.0692,0.1399,0.8186,154.2074680328369,57.6,2,"P2:シャープ高×Noise高, 単独:Low PSNR",Low
00021047_012,model1_TAA_standard,E:\Analysis\images_base\00021047_012.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_012_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9422,0.9913,36.15,0.1853,2.25,-60.6,60.17,-0.1,7.296,2.1,0.6,-6.2,206.81,60.21,267.02,0.94,0.4351408722812883,3.159008463844657,0.9376,0.1011,0.0824,0.1864,120.61921787261964,54.0,3,"P6:品質ばらつき大, P7:Entropy低×高周波高, 単独:Low HistCorr",Medium
00021047_013,model1_TAA_standard,E:\Analysis\images_base\00021047_013.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00021047_013_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9648,0.9919,37.46,0.1927,1.1,-68.4,52.74,-0.9,7.438,1.77,0.31,-6.0,181.27,57.37,238.64,0.91,0.4604211614413232,2.7594416169449687,0.961,0.0507,0.2723,0.8453,125.06312847137453,52.6,0,None,Normal
00024718_000,model1_TAA_standard,E:\Analysis\images_base\00024718_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024718_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9428,0.9904,37.73,0.2529,0.67,-57.3,66.52,-0.3,7.761,2.46,0.3,-1.3,296.27,51.84,348.11,1.11,0.3409244054709278,5.190425533801317,0.9397,0.0605,0.1937,0.4853,123.5684986114502,58.3,0,None,Normal
00024719_000,model1_TAA_standard,E:\Analysis\images_base\00024719_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024719_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9383,0.9884,36.38,0.2866,0.75,-40.5,54.25,-0.4,7.676,2.59,0.3,108.9,297.92,54.7,352.62,1.16,0.3283293149490462,5.486398302018642,0.9394,0.0519,0.0715,0.9668,114.954496383667,56.8,4,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High LPIPS, 単独:High DeltaE",Medium
00024720_000,model1_TAA_standard,E:\Analysis\images_base\00024720_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024720_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9389,0.9894,36.52,0.3026,0.31,-85.0,71.41,-0.4,7.712,2.12,0.18,-10.4,215.81,71.03,286.84000000000003,1.06,0.2981557584202172,4.065654538571835,0.9335,0.0679,0.1169,0.8792,133.8316946029663,57.4,4,"P9:MS-SSIM低×SSIM低, 単独:Low Sharpness, 単独:Low HighFreq, 単独:High LPIPS",Medium
00024721_000,model1_TAA_standard,E:\Analysis\images_base\00024721_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024721_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9764,0.9922,35.76,0.1088,1.96,-66.6,62.88,-0.2,7.413,2.54,0.54,-23.8,379.72,76.23,455.9500000000001,1.03,0.300624218420826,5.337485242635012,0.964,0.0896,0.081,0.8817,175.0138874053955,57.1,5,"P1:SSIM高×PSNR低, P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low HighFreq, 単独:High Artifacts",High
00024722_000,model1_TAA_standard,E:\Analysis\images_base\00024722_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024722_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9757,0.993,39.98,0.1142,1.1,-15.2,58.04,-0.4,7.646,2.57,0.27,13.8,273.55,59.86,333.41,0.91,0.3743914039838319,4.504990763962269,0.975,0.0265,0.2183,0.938,164.86876964569092,55.9,0,None,Normal
00024723_000,model1_TAA_standard,E:\Analysis\images_base\00024723_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024723_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9269,0.9899,35.46,0.2792,1.02,-38.5,69.62,-0.0,7.612,2.6,0.35,8.6,315.03,60.59,375.62,1.13,0.3424944126061723,5.686034839600325,0.9236,0.0839,0.0221,0.3864,124.73883152008057,59.1,6,"P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr, 単独:High LPIPS, 単独:High DeltaE",High
00024724_000,model1_TAA_standard,E:\Analysis\images_base\00024724_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024724_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.976,0.9937,39.78,0.0984,2.98,-31.0,67.89,-0.5,7.629,2.51,0.71,5.9,339.07,71.93,411.0,0.91,0.3090168345040193,5.862105991691351,0.9708,0.0433,0.1738,0.7922,154.09645175933838,59.2,3,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:High Artifacts",Medium
00024725_000,model1_TAA_standard,E:\Analysis\images_base\00024725_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024725_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9371,0.9891,36.23,0.2627,0.9,-42.9,64.26,-0.3,7.767,2.59,0.39,21.4,303.4,57.93,361.33,1.16,0.3526014880558192,5.485536698251963,0.9339,0.0757,-0.3951,0.6134,120.01470851898192,58.4,3,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High DeltaE",Medium
00024726_000,model1_TAA_standard,E:\Analysis\images_base\00024726_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024726_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9739,0.9943,38.92,0.0954,2.21,-36.2,76.52,-0.6,7.416,2.32,0.7,-3.8,373.62,70.94,444.56,0.93,0.3081974958837062,5.496418364346027,0.9683,0.0548,0.1152,0.4062,140.064115524292,59.4,3,"P4:Artifacts高, P8:Contrast異常×Hist相関低, 単独:High Artifacts",Medium
00024727_000,model1_TAA_standard,E:\Analysis\images_base\00024727_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024727_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9698,0.9921,34.9,0.1122,2.05,-71.7,64.91,0.3,7.67,2.42,0.49,-36.3,230.67,82.11,312.78,1.08,0.4135242744827977,4.078244213014841,0.9558,0.1134,0.0626,0.6503,166.05654430389404,56.5,3,"P6:品質ばらつき大, 単独:Low PSNR, 単独:High LocalQualityStd",Medium
00024728_000,model1_TAA_standard,E:\Analysis\images_base\00024728_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024728_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9722,0.9945,39.06,0.0945,2.11,-26.8,81.56,-0.2,7.062,2.16,0.64,2.7,280.13,73.94,354.07,0.87,0.3191436483720769,5.517599377781153,0.9691,0.0468,0.0442,0.5742,129.47909545898438,59.8,2,"P8:Contrast異常×Hist相関低, 単独:Low Entropy",Low
00024729_000,model1_TAA_standard,E:\Analysis\images_base\00024729_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024729_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9401,0.9899,36.44,0.2777,1.94,-46.2,62.51,-0.7,7.8,2.61,0.55,28.7,328.57,64.63,393.2,1.11,0.3811529461414313,5.975698521360755,0.939,0.0463,0.3393,0.6709,121.45773220062256,58.9,5,"P2:シャープ高×Noise高, P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:High LPIPS, 単独:High Artifacts",High
00024730_000,model1_TAA_standard,E:\Analysis\images_base\00024730_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024730_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9769,0.9932,37.04,0.1085,1.83,-50.6,58.52,-0.2,7.537,2.24,0.38,-44.1,230.24,76.73,306.97,0.95,0.3173472492297629,4.617436230182648,0.9656,0.0907,0.0722,0.9442,176.32258796691897,56.1,0,None,Normal
00024731_000,model1_TAA_standard,E:\Analysis\images_base\00024731_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024731_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9786,0.9933,35.8,0.1139,1.22,-77.5,48.4,-1.0,7.377,2.26,0.36,-42.1,227.73,69.82,297.54999999999995,0.98,0.3013249242471694,4.626846425235272,0.9655,0.0916,0.0769,0.9765,183.83484363555908,54.4,2,"P1:SSIM高×PSNR低, P6:品質ばらつき大",Low
00024732_000,model1_TAA_standard,E:\Analysis\images_base\00024732_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024732_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9487,0.9917,37.13,0.2505,1.3,-52.5,60.46,-0.9,7.757,2.39,0.48,19.4,305.66,63.49,369.15,1.06,0.3358517211890067,5.771822836250067,0.9477,0.0525,0.0876,0.6332,117.04127025604248,58.3,0,None,Normal
00024733_000,model1_TAA_standard,E:\Analysis\images_base\00024733_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024733_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9281,0.9908,35.14,0.2153,0.53,-64.4,62.61,0.5,7.601,2.37,0.26,116.7,289.56,48.95,338.51,1.14,0.3233475897974732,5.604676455259323,0.9267,0.1103,0.1441,0.4176,95.64128875732422,58.0,5,"P6:品質ばらつき大, 単独:Low SSIM, 単独:Low LocalQuality, 単独:High DeltaE, 単独:High LocalQualityStd",High
00024734_000,model1_TAA_standard,E:\Analysis\images_base\00024734_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024734_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9512,0.991,37.36,0.2692,0.79,-41.0,60.38,-0.8,7.745,2.67,0.29,102.5,291.73,52.88,344.61,1.07,0.3431907108588048,5.569109413772821,0.9508,0.0286,0.5231,0.9824,136.76157665252686,57.9,0,None,Normal
